video_id,title,upload_date,url,duration,view_count,original_caption_status,canonical_status,candidate_transcript_count,canonical_source_file,transcript_char_count,transcript_word_count,selection_reason,processed_at
UCQrLxbpidT8aCG3CFbM_YMA,MatFinOg - Shorts,UNKNOWN,https://www.youtube.com/@MatFinOg/shorts,UNKNOWN,UNKNOWN,MISSING,metadata_only,0,NONE,0,0,N/A,2026-05-21T15:57:14.044664
UgyFifq0o8M,If you see this after January 31st I’m sorry for you #trading #trader #daytrading #stockmarket,20260130,https://www.youtube.com/watch?v=UgyFifq0o8M,46,665,MISSING,transcript_missing,0,NONE,0,0,No caption files found on disk.,2026-05-21T15:57:14.044666
uiACLwiU-j4,This is how the majority od retail traders will trade in 2 years. Be first #trading #trader #futures,20260111,https://www.youtube.com/watch?v=uiACLwiU-j4,34,864,AVAILABLE,canonical_selected,2,processed\transcripts_txt\uiACLwiU-j4.en.txt,534,94,Selected longest manual English transcript.,2026-05-21T15:57:14.044667
uIbPQfYW7Gk,How do you optimize your trading strategies? #trading #trader #tradingstrategy #algotrading,20260113,https://www.youtube.com/watch?v=uIbPQfYW7Gk,59,536,AVAILABLE,canonical_selected,2,processed\transcripts_txt\uIbPQfYW7Gk.en.txt,1032,190,Selected longest manual English transcript.,2026-05-21T15:57:14.044760
uorhRcfGfNI,This is how to get institutional grade trading strategies ideas #trading #trader #daytrading,20260125,https://www.youtube.com/watch?v=uorhRcfGfNI,35,1094,AVAILABLE,canonical_selected,2,processed\transcripts_txt\uorhRcfGfNI.en.txt,721,125,Selected longest manual English transcript.,2026-05-21T15:57:14.044877
uQUqDE8OJuU,"Thank you all, I hope you found the series insightful #trading #trader #daytrading",20260130,https://www.youtube.com/watch?v=uQUqDE8OJuU,40,1311,AVAILABLE,canonical_selected,2,processed\transcripts_txt\uQUqDE8OJuU.en.txt,781,133,Selected longest manual English transcript.,2026-05-21T15:57:14.044972
vCiLUnw7ovs,Test properly your #tradingstrategy don’t rely on what’s you feel #trading #trader,20260124,https://www.youtube.com/watch?v=vCiLUnw7ovs,31,1073,AVAILABLE,canonical_selected,2,processed\transcripts_txt\vCiLUnw7ovs.en.txt,685,119,Selected longest manual English transcript.,2026-05-21T15:57:14.045066
VhxH_QrJzTE,Paper downloadable for free in the SSRN website #trading #trader #institutionaltrading #daytrading,20260122,https://www.youtube.com/watch?v=VhxH_QrJzTE,21,1318,AVAILABLE,canonical_selected,2,processed\transcripts_txt\VhxH_QrJzTE.en.txt,374,60,Selected longest manual English transcript.,2026-05-21T15:57:14.045160
vXRZCx_nvRg,"don’t look for the right indicator, look for a thesis you can’t prove wrong #trading #trader",20260214,https://www.youtube.com/watch?v=vXRZCx_nvRg,27,423,AVAILABLE,canonical_selected,2,processed\transcripts_txt\vXRZCx_nvRg.en.txt,478,77,Selected longest manual English transcript.,2026-05-21T15:57:14.045255
vyw7uUE8hFk,If it can help one person I’m happy with it #trading #trader #stocks #finance,20260505,https://www.youtube.com/watch?v=vyw7uUE8hFk,40,1209,MISSING,transcript_missing,0,NONE,0,0,No caption files found on disk.,2026-05-21T15:57:14.045343
VzqVsOREv98,But without the mouse #christmas #investmentbanking #finance #trading #excel,20251215,https://www.youtube.com/watch?v=VzqVsOREv98,12,2573,MISSING,transcript_missing,0,NONE,0,0,No caption files found on disk.,2026-05-21T15:57:14.045345
WaHowoBISKw,"A look to the entire data period, time to go towards live #trading #trader #daytrading #stockmarket",20260121,https://www.youtube.com/watch?v=WaHowoBISKw,81,495,AVAILABLE,canonical_selected,2,processed\transcripts_txt\WaHowoBISKw.en.txt,1466,261,Selected longest manual English transcript.,2026-05-21T15:57:14.045347
wdTpHy6EDfY,Is it actual 24/7? #nasdaq #trading #trader #daytrading #stocktrading,20251216,https://www.youtube.com/watch?v=wdTpHy6EDfY,36,1825,MISSING,transcript_missing,0,NONE,0,0,No caption files found on disk.,2026-05-21T15:57:14.045447
WoT4fmaWz_Q,Same as the past 14 years 🫡 #trading #trader #daytrading #newyear #motivation,20251213,https://www.youtube.com/watch?v=WoT4fmaWz_Q,14,1374,AVAILABLE,transcript_unusable,2,NONE,0,0,All 2 candidates were under 100 characters.,2026-05-21T15:57:14.045449
WsaMrdsRbpE,What is the best data provider for #trading which one would you include? #trader #algotrading,20251229,https://www.youtube.com/watch?v=WsaMrdsRbpE,19,305,AVAILABLE,canonical_selected,2,processed\transcripts_txt\WsaMrdsRbpE.en.txt,320,55,Selected longest manual English transcript.,2026-05-21T15:57:14.045528
wTCkoSp7Jlo,How to use ChatGPT to create your Custom Trading Indicator on TradingView. #trading #trader,20260206,https://www.youtube.com/watch?v=wTCkoSp7Jlo,45,332,AVAILABLE,canonical_selected,2,processed\transcripts_txt\wTCkoSp7Jlo.en.txt,848,146,Selected longest manual English transcript.,2026-05-21T15:57:14.045614
wusrxwNBI-8,How to handle overfitting and Market’s regimes  #trader #institutionaltrading #daytrading #stocks,20260118,https://www.youtube.com/watch?v=wusrxwNBI-8,64,468,AVAILABLE,canonical_selected,2,processed\transcripts_txt\wusrxwNBI-8.en.txt,1015,182,Selected longest manual English transcript.,2026-05-21T15:57:14.045706
wXKLsp2AYM0,"98% of institutional trades are automated, why do you are not doing the same? #trading #trader",20251226,https://www.youtube.com/watch?v=wXKLsp2AYM0,5,1333,MISSING,transcript_missing,0,NONE,0,0,No caption files found on disk.,2026-05-21T15:57:14.045801
WZ06lYmRAb4,A different pov on CAPM #trading #trader #daytrading #finance #investing,20251211,https://www.youtube.com/watch?v=WZ06lYmRAb4,42,1463,AVAILABLE,canonical_selected,2,processed\transcripts_txt\WZ06lYmRAb4.en.txt,789,133,Selected longest manual English transcript.,2026-05-21T15:57:14.045804
wZP5w4qXqH8,Is discretionary better than automated #trading ? #trader #finance #stockmarket,20260513,https://www.youtube.com/watch?v=wZP5w4qXqH8,18,1810,AVAILABLE,canonical_selected,2,processed\transcripts_txt\wZP5w4qXqH8.en.txt,297,50,Selected longest manual English transcript.,2026-05-21T15:57:14.045924
X91etxLCEw4,Video Nr. 2 out tomorrow:The #trading strategy that made hundreds of Millions (and why is simple),20260516,https://www.youtube.com/watch?v=X91etxLCEw4,16,1321,AVAILABLE,canonical_selected,2,processed\transcripts_txt\X91etxLCEw4.en.txt,193,34,Selected longest manual English transcript.,2026-05-21T15:57:14.046016
XFaLnULdM8w,That’s really it. #trading #trader #daytrading #tradingbook,20251220,https://www.youtube.com/watch?v=XFaLnULdM8w,146,803,AVAILABLE,canonical_selected,2,processed\transcripts_txt\XFaLnULdM8w.en.txt,1805,306,Selected longest manual English transcript.,2026-05-21T15:57:14.046102
XnDTCYhHFaQ,To succeed without efforts #trading #trader #daytrading #daytrader #money,20260203,https://www.youtube.com/watch?v=XnDTCYhHFaQ,14,1552,AVAILABLE,canonical_selected,2,processed\transcripts_txt\XnDTCYhHFaQ.en.txt,212,42,Selected longest manual English transcript.,2026-05-21T15:57:14.046205
xnjw2o-F1YE,Here to shrink the gap between retail and institutional trading #trading #daytrading #trader,20251209,https://www.youtube.com/watch?v=xnjw2o-F1YE,14,2360,MISSING,transcript_missing,0,NONE,0,0,No caption files found on disk.,2026-05-21T15:57:14.046292
xOP8AxnPU_A,Italians traders are a different breed #trading #trader #daytrading #daytrader,20260102,https://www.youtube.com/watch?v=xOP8AxnPU_A,9,1134,MISSING,transcript_missing,0,NONE,0,0,No caption files found on disk.,2026-05-21T15:57:14.046294
Y4PAUAiiOa8,Shrinking the 30 years gap between retail and institutional trading #daytrading #trader #trading,20251210,https://www.youtube.com/watch?v=Y4PAUAiiOa8,31,1001,AVAILABLE,canonical_selected,2,processed\transcripts_txt\Y4PAUAiiOa8.en.txt,594,101,Selected longest manual English transcript.,2026-05-21T15:57:14.046295
Yhwro_QwhNQ,How to size your #trading positions like an institutional #trader #futurestrading #stockmarket,20251229,https://www.youtube.com/watch?v=Yhwro_QwhNQ,35,1239,MISSING,transcript_missing,0,NONE,0,0,No caption files found on disk.,2026-05-21T15:57:14.046392
YK66iEYK6FA,You just need a structured process and leverage the tools you have access to.#trading #trader #quant,20260127,https://www.youtube.com/watch?v=YK66iEYK6FA,39,638,AVAILABLE,canonical_selected,2,processed\transcripts_txt\YK66iEYK6FA.en.txt,679,103,Selected longest manual English transcript.,2026-05-21T15:57:14.046394
YOdXD09kcMw,#trading #trader #tradingstrategy #daytrading #daytrader,20260203,https://www.youtube.com/watch?v=YOdXD09kcMw,31,639,AVAILABLE,canonical_selected,2,processed\transcripts_txt\YOdXD09kcMw.en.txt,583,98,Selected longest manual English transcript.,2026-05-21T15:57:14.046493
yP9VhQqgKHM,The main disadvantages of trading manually. Leverage the power of your computer. #trading #trader,20260105,https://www.youtube.com/watch?v=yP9VhQqgKHM,11,316,AVAILABLE,canonical_selected,2,processed\transcripts_txt\yP9VhQqgKHM.en.txt,198,32,Selected longest manual English transcript.,2026-05-21T15:57:14.046585
YTZKPdJZXBE,Is backtesting a waste of time? #trading #trader #finance #algotrading #quant,20260512,https://www.youtube.com/watch?v=YTZKPdJZXBE,29,1566,AVAILABLE,canonical_selected,2,processed\transcripts_txt\YTZKPdJZXBE.en.txt,525,91,Selected longest manual English transcript.,2026-05-21T15:57:14.046672
z0a-by7H6xQ,Day 8 Coding entry logic #trading #trader #daytrading #tradingstrategy,20260108,https://www.youtube.com/watch?v=z0a-by7H6xQ,43,981,AVAILABLE,canonical_selected,2,processed\transcripts_txt\z0a-by7H6xQ.en.txt,799,146,Selected longest manual English transcript.,2026-05-21T15:57:14.046765
z0_q-g7-9Cg,Get to work. #trading #trader #stockmarket #crypto #daytrading #forex,20260116,https://www.youtube.com/watch?v=z0_q-g7-9Cg,9,389,AVAILABLE,transcript_unusable,2,NONE,0,0,All 2 candidates were under 100 characters.,2026-05-21T15:57:14.046878
Z3WwshhgN1E,Rule nr1. In #algotrading #trading #trader #algorithmictrading  #tradingstrategy #finance,20260520,https://www.youtube.com/watch?v=Z3WwshhgN1E,13,1064,AVAILABLE,canonical_selected,2,processed\transcripts_txt\Z3WwshhgN1E.en.txt,219,36,Selected longest manual English transcript.,2026-05-21T15:57:14.046953
zm4p9g1TJVw,My secret 🤫 #trading #treader #daytrading,20251221,https://www.youtube.com/watch?v=zm4p9g1TJVw,5,590,MISSING,transcript_missing,0,NONE,0,0,No caption files found on disk.,2026-05-21T15:57:14.047041
zNKMVR0z_fo,Hard work will always be your best investment #hardwork #family #motivation #trading,20251218,https://www.youtube.com/watch?v=zNKMVR0z_fo,7,253,MISSING,transcript_missing,0,NONE,0,0,No caption files found on disk.,2026-05-21T15:57:14.047044
ZQOOwBNau4w,Don’t expect the skill set among traders on trading floors to be equal.#trading #trader #finance,20260112,https://www.youtube.com/watch?v=ZQOOwBNau4w,5,753,MISSING,transcript_missing,0,NONE,0,0,No caption files found on disk.,2026-05-21T15:57:14.047045
_2otbUcxLs0,It reduces discount rates on future earnings and ease financial conditions #finance #trading #trader,20251210,https://www.youtube.com/watch?v=_2otbUcxLs0,5,431,MISSING,transcript_missing,0,NONE,0,0,No caption files found on disk.,2026-05-21T15:57:14.047046
_9WkORedFJg,#investing #trading #trader #finance #stockmarket #crypto,20260305,https://www.youtube.com/watch?v=_9WkORedFJg,26,963,AVAILABLE,canonical_selected,2,processed\transcripts_txt\_9WkORedFJg.en.txt,436,77,Selected longest manual English transcript.,2026-05-21T15:57:14.047047
_SOTjV-GHOI,"You want to be different, yet you keep doing what 99% of retail traders do. #trading #trader",20260121,https://www.youtube.com/watch?v=_SOTjV-GHOI,20,120,AVAILABLE,canonical_selected,2,processed\transcripts_txt\_SOTjV-GHOI.en.txt,145,27,Selected longest manual English transcript.,2026-05-21T15:57:14.047144
_xmS6m8ZsXo,"It is a vicious cycle, but you got to love it. #trading #trader #motivation #money #daytrading",20260102,https://www.youtube.com/watch?v=_xmS6m8ZsXo,12,379,MISSING,transcript_missing,0,NONE,0,0,No caption files found on disk.,2026-05-21T15:57:14.047229
